league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
FRA-Ligue 1,2425,2024-12-01 Montpellier-Lille,2024-12-01,15:00,Montpellier,2–2,Lille,14000,Stade de la Mosson-Mondial 98,Benoît Millot,/en/matches/76b0b7f1/Montpellier-Lille-December-1-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-01 Toulouse-Auxerre,2024-12-01,17:00,Toulouse,2–0,Auxerre,23525,Stadium de Toulouse,Hakim Ben El Hadj Salem,/en/matches/f81de4c6/Toulouse-Auxerre-December-1-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-06 Auxerre-Paris Saint-Germain,2024-12-06,21:00,Auxerre,0–0,Paris Saint-Germain,17028,Stade de l'Abbé Deschamps,Jérémie Pignard,/en/matches/9139adc8/Auxerre-Paris-Saint-Germain-December-6-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-06 Lille-Brest,2024-12-06,19:00,Lille,3–1,Brest,38128,Decathlon Arena - Stade Pierre-Mauroy,Benoît Bastien,/en/matches/5b3adec0/Lille-Brest-December-6-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-07 Angers-Lyon,2024-12-07,21:00,Angers,0–3,Lyon,16301,Stade Raymond Kopa,Marc Bollengier,/en/matches/8f5cb172/Angers-Lyon-December-7-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-07 Monaco-Toulouse,2024-12-07,17:00,Monaco,2–0,Toulouse,6868,Stade Louis II,Stéphanie Frappart,/en/matches/63873373/Monaco-Toulouse-December-7-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-07 Nice-Le Havre,2024-12-07,19:00,Nice,2–1,Le Havre,21248,Allianz Riviera,François Letexier,/en/matches/3a9f8a55/Nice-Le-Havre-December-7-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-08 Lens-Montpellier,2024-12-08,15:00,Lens,2–0,Montpellier,37317,Stade Bollaert-Delelis,Mathieu Vernice,/en/matches/bb9a5ad3/Lens-Montpellier-December-8-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-08 Nantes-Rennes,2024-12-08,17:00,Nantes,1–0,Rennes,28418,Stade de la Beaujoire - Louis Fonteneau,Eric Wattellier,/en/matches/f45bb195/Nantes-Rennes-December-8-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-08 Saint-Étienne-Marseille,2024-12-08,20:45,Saint-Étienne,0–2,Marseille,35350,Stade Geoffroy-Guichard,Jérôme Brisard,/en/matches/e865637d/Saint-Etienne-Marseille-December-8-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-08 Strasbourg-Reims,2024-12-08,17:00,Strasbourg,0–0,Reims,19369,Stade de la Meinau,Thomas Léonard,/en/matches/74299224/Strasbourg-Reims-December-8-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-13 Toulouse-Saint-Étienne,2024-12-13,20:45,Toulouse,2–1,Saint-Étienne,25350,Stadium de Toulouse,Thomas Léonard,/en/matches/737388fc/Toulouse-Saint-Etienne-December-13-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-14 Auxerre-Lens,2024-12-14,19:00,Auxerre,2–2,Lens,17052,Stade de l'Abbé Deschamps,Jeremy Stinat,/en/matches/fb7a9227/Auxerre-Lens-December-14-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-14 Marseille-Lille,2024-12-14,17:00,Marseille,1–1,Lille,64380,Orange Vélodrome,Willy Delajod,/en/matches/5cab6dd9/Marseille-Lille-December-14-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-14 Reims-Monaco,2024-12-14,21:00,Reims,0–0,Monaco,15859,Stade Auguste-Delaune,Romain Lissorgue,/en/matches/f422e8b0/Reims-Monaco-December-14-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-15 Brest-Nantes,2024-12-15,17:00,Brest,4–1,Nantes,15019,Stade Francis-Le Blé,Gaël Angoula,/en/matches/59e6278a/Brest-Nantes-December-15-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-15 Le Havre-Strasbourg,2024-12-15,17:00,Le Havre,0–3,Strasbourg,17071,Stade Océane,Abdelatif Kherradji,/en/matches/e1e508ce/Le-Havre-Strasbourg-December-15-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-15 Montpellier-Nice,2024-12-15,15:00,Montpellier,2–2,Nice,11612,Stade de la Mosson-Mondial 98,Clément Turpin,/en/matches/479d06f8/Montpellier-Nice-December-15-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-15 Paris Saint-Germain-Lyon,2024-12-15,20:45,Paris Saint-Germain,3–1,Lyon,47000,Parc des Princes,Benoît Bastien,/en/matches/90a6f4dd/Paris-Saint-Germain-Lyon-December-15-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-15 Rennes-Angers,2024-12-15,17:00,Rennes,2–0,Angers,27781,Roazhon Park,Hakim Ben El Hadj Salem,/en/matches/fae57b16/Rennes-Angers-December-15-2024-Ligue-1
FRA-Ligue 1,2425,2024-12-18 Monaco-Paris Saint-Germain,2024-12-18,21:00,Monaco,2–4,Paris Saint-Germain,12095,Stade Louis II,François Letexier,/en/matches/b7d32870/Monaco-Paris-Saint-Germain-December-18-2024-Ligue-1
FRA-Ligue 1,2425,2025-01-03 Nice-Rennes,2025-01-03,21:00,Nice,3–2,Rennes,21332,Allianz Riviera,Jérôme Brisard,/en/matches/00eeccd9/Nice-Rennes-January-3-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-04 Lille-Nantes,2025-01-04,19:00,Lille,1–1,Nantes,41635,Decathlon Arena - Stade Pierre-Mauroy,Jérémie Pignard,/en/matches/185f0c34/Lille-Nantes-January-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-04 Lyon-Montpellier,2025-01-04,21:00,Lyon,1–0,Montpellier,48162,Groupama Stadium,Jeremy Stinat,/en/matches/6c34a34e/Lyon-Montpellier-January-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-04 Saint-Étienne-Reims,2025-01-04,17:00,Saint-Étienne,3–1,Reims,14201,Stade Geoffroy-Guichard,Stéphanie Frappart,/en/matches/09e72954/Saint-Etienne-Reims-January-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-05 Angers-Brest,2025-01-05,15:00,Angers,2–0,Brest,12691,Stade Raymond Kopa,Benoît Millot,/en/matches/be2eba6e/Angers-Brest-January-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-05 Lens-Toulouse,2025-01-05,15:00,Lens,0–1,Toulouse,37461,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,/en/matches/1f09a51a/Lens-Toulouse-January-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-05 Marseille-Le Havre,2025-01-05,20:45,Marseille,5–1,Le Havre,64092,Orange Vélodrome,Thomas Léonard,/en/matches/312fef53/Marseille-Le-Havre-January-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-05 Strasbourg-Auxerre,2025-01-05,15:00,Strasbourg,3–1,Auxerre,19471,Stade de la Meinau,Florent Batta,/en/matches/d37a723b/Strasbourg-Auxerre-January-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-10 Auxerre-Lille,2025-01-10,21:05,Auxerre,0–0,Lille,15599,Stade de l'Abbé Deschamps,Gaël Angoula,/en/matches/0c8ab7d6/Auxerre-Lille-January-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-10 Nantes-Monaco,2025-01-10,19:00,Nantes,2–2,Monaco,25380,Stade de la Beaujoire - Louis Fonteneau,Marc Bollengier,/en/matches/d6c61854/Nantes-Monaco-January-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-11 Brest-Lyon,2025-01-11,17:00,Brest,2–1,Lyon,14735,Stade Francis-Le Blé,Eric Wattellier,/en/matches/561e5c4a/Brest-Lyon-January-11-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-11 Reims-Nice,2025-01-11,19:00,Reims,2–4,Nice,12270,Stade Auguste-Delaune,Willy Delajod,/en/matches/cdcb7386/Reims-Nice-January-11-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-11 Rennes-Marseille,2025-01-11,21:05,Rennes,1–2,Marseille,26837,Roazhon Park,Abdelatif Kherradji,/en/matches/e23cca77/Rennes-Marseille-January-11-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-12 Le Havre-Lens,2025-01-12,15:00,Le Havre,1–2,Lens,19617,Stade Océane,Clément Turpin,/en/matches/63d7285c/Le-Havre-Lens-January-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-12 Montpellier-Angers,2025-01-12,17:15,Montpellier,1–3,Angers,11719,Stade de la Mosson-Mondial 98,Romain Lissorgue,/en/matches/1184c4fd/Montpellier-Angers-January-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-12 Paris Saint-Germain-Saint-Étienne,2025-01-12,20:45,Paris Saint-Germain,2–1,Saint-Étienne,47580,Parc des Princes,Benoît Millot,/en/matches/8d5ca778/Paris-Saint-Germain-Saint-Etienne-January-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-12 Toulouse-Strasbourg,2025-01-12,17:15,Toulouse,1–2,Strasbourg,22042,Stadium de Toulouse,Benoît Bastien,/en/matches/eb79cf67/Toulouse-Strasbourg-January-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-17 Lille-Nice,2025-01-17,21:05,Lille,2–1,Nice,38325,Decathlon Arena - Stade Pierre-Mauroy,François Letexier,/en/matches/41d92573/Lille-Nice-January-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-17 Montpellier-Monaco,2025-01-17,19:00,Montpellier,2–1,Monaco,11371,Stade de la Mosson-Mondial 98,Jérôme Brisard,/en/matches/f1e8ac0f/Montpellier-Monaco-January-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-18 Lens-Paris Saint-Germain,2025-01-18,17:00,Lens,1–2,Paris Saint-Germain,38120,Stade Bollaert-Delelis,Jérémie Pignard,/en/matches/f1e63652/Lens-Paris-Saint-Germain-January-18-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-18 Lyon-Toulouse,2025-01-18,21:05,Lyon,0–0,Toulouse,42750,Groupama Stadium,Benoît Millot,/en/matches/58a863f5/Lyon-Toulouse-January-18-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-18 Rennes-Brest,2025-01-18,19:00,Rennes,1–2,Brest,28238,Roazhon Park,Thomas Léonard,/en/matches/39a945d8/Rennes-Brest-January-18-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-19 Angers-Auxerre,2025-01-19,17:15,Angers,2–0,Auxerre,9938,Stade Raymond Kopa,Stéphanie Frappart,/en/matches/7419fbdf/Angers-Auxerre-January-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-19 Marseille-Strasbourg,2025-01-19,20:45,Marseille,1–1,Strasbourg,61000,Orange Vélodrome,Bastien Dechepy,/en/matches/fb5f33dc/Marseille-Strasbourg-January-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-19 Reims-Le Havre,2025-01-19,17:15,Reims,1–1,Le Havre,11278,Stade Auguste-Delaune,Mathieu Vernice,/en/matches/7e7a280a/Reims-Le-Havre-January-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-19 Saint-Étienne-Nantes,2025-01-19,15:00,Saint-Étienne,1–1,Nantes,14094,Stade Geoffroy-Guichard,Florent Batta,/en/matches/c47f8bb5/Saint-Etienne-Nantes-January-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-24 Auxerre-Saint-Étienne,2025-01-24,20:45,Auxerre,1–1,Saint-Étienne,16805,Stade de l'Abbé Deschamps,Marc Bollengier,/en/matches/7ad35976/Auxerre-Saint-Etienne-January-24-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-25 Monaco-Rennes,2025-01-25,17:00,Monaco,3–2,Rennes,5725,Stade Louis II,Jeremy Stinat,/en/matches/5cbd8070/Monaco-Rennes-January-25-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-25 Paris Saint-Germain-Reims,2025-01-25,21:05,Paris Saint-Germain,1–1,Reims,47862,Parc des Princes,Hakim Ben El Hadj Salem,/en/matches/c2b062af/Paris-Saint-Germain-Reims-January-25-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-25 Strasbourg-Lille,2025-01-25,19:00,Strasbourg,2–1,Lille,19428,Stade de la Meinau,Willy Delajod,/en/matches/f5d25d48/Strasbourg-Lille-January-25-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-26 Le Havre-Brest,2025-01-26,15:00,Le Havre,0–1,Brest,17898,Stade Océane,Romain Lissorgue,/en/matches/6f8dc12d/Le-Havre-Brest-January-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-26 Lens-Angers,2025-01-26,17:15,Lens,1–0,Angers,37321,Stade Bollaert-Delelis,Abdelatif Kherradji,/en/matches/5026986a/Lens-Angers-January-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-26 Nantes-Lyon,2025-01-26,17:15,Nantes,1–1,Lyon,32690,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,/en/matches/b90ceb47/Nantes-Lyon-January-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-26 Nice-Marseille,2025-01-26,20:45,Nice,2–0,Marseille,31017,Allianz Riviera,Eric Wattellier,/en/matches/ce373826/Nice-Marseille-January-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-26 Toulouse-Montpellier,2025-01-26,17:15,Toulouse,1–2,Montpellier,28382,Stadium de Toulouse,Clément Turpin,/en/matches/81e5185d/Toulouse-Montpellier-January-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-01-31 Montpellier-Lens,2025-01-31,20:45,Montpellier,0–2,Lens,15330,Stade de la Mosson-Mondial 98,Bastien Dechepy,/en/matches/3652d822/Montpellier-Lens-January-31-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-01 Brest-Paris Saint-Germain,2025-02-01,17:00,Brest,2–5,Paris Saint-Germain,15040,Stade Francis-Le Blé,Benoît Bastien,/en/matches/c84f91ac/Brest-Paris-Saint-Germain-February-1-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-01 Lille-Saint-Étienne,2025-02-01,21:05,Lille,4–1,Saint-Étienne,38924,Decathlon Arena - Stade Pierre-Mauroy,Eric Wattellier,/en/matches/41e764ae/Lille-Saint-Etienne-February-1-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-01 Monaco-Auxerre,2025-02-01,19:00,Monaco,4–2,Auxerre,53363,Stade Louis II,Abdelatif Kherradji,/en/matches/e6c9fba7/Monaco-Auxerre-February-1-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-02 Angers-Le Havre,2025-02-02,17:15,Angers,1–1,Le Havre,11267,Stade Raymond Kopa,Jérémie Pignard,/en/matches/dc2dc241/Angers-Le-Havre-February-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-02 Marseille-Lyon,2025-02-02,20:45,Marseille,3–2,Lyon,66096,Orange Vélodrome,Jérôme Brisard,/en/matches/368d6066/Choc-des-Olympiques-Marseille-Lyon-February-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-02 Reims-Nantes,2025-02-02,17:15,Reims,1–2,Nantes,12712,Stade Auguste-Delaune,Benoît Millot,/en/matches/eee9fd86/Reims-Nantes-February-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-02 Rennes-Strasbourg,2025-02-02,17:15,Rennes,1–0,Strasbourg,26621,Roazhon Park,Stéphanie Frappart,/en/matches/e9da9682/Rennes-Strasbourg-February-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-02 Toulouse-Nice,2025-02-02,15:00,Toulouse,1–1,Nice,23522,Stadium de Toulouse,Thomas Léonard,/en/matches/af67aa9c/Toulouse-Nice-February-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-07 Nantes-Brest,2025-02-07,19:00,Nantes,0–2,Brest,25050,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,/en/matches/606c7cad/Nantes-Brest-February-7-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-07 Paris Saint-Germain-Monaco,2025-02-07,21:05,Paris Saint-Germain,4–1,Monaco,47926,Parc des Princes,Clément Turpin,/en/matches/c79c5813/Paris-Saint-Germain-Monaco-February-7-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-08 Lille-Le Havre,2025-02-08,19:00,Lille,1–2,Le Havre,39515,Decathlon Arena - Stade Pierre-Mauroy,Thomas Léonard,/en/matches/8c539e02/Lille-Le-Havre-February-8-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-08 Nice-Lens,2025-02-08,17:00,Nice,2–0,Lens,22586,Allianz Riviera,Romain Lissorgue,/en/matches/544b155b/Nice-Lens-February-8-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-08 Saint-Étienne-Rennes,2025-02-08,21:05,Saint-Étienne,0–2,Rennes,30385,Stade Geoffroy-Guichard,Mathieu Vernice,/en/matches/de805721/Saint-Etienne-Rennes-February-8-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-09 Angers-Marseille,2025-02-09,20:45,Angers,0–2,Marseille,17325,Stade Raymond Kopa,Hakim Ben El Hadj Salem,/en/matches/64ab3386/Angers-Marseille-February-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-09 Auxerre-Toulouse,2025-02-09,17:15,Auxerre,2–2,Toulouse,15801,Stade de l'Abbé Deschamps,Jérôme Brisard,/en/matches/0446e883/Auxerre-Toulouse-February-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-09 Lyon-Reims,2025-02-09,15:00,Lyon,4–0,Reims,43489,Groupama Stadium,François Letexier,/en/matches/48caa08f/Lyon-Reims-February-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-09 Strasbourg-Montpellier,2025-02-09,17:15,Strasbourg,2–0,Montpellier,19042,Stade de la Meinau,Jeremy Stinat,/en/matches/0886a1bd/Strasbourg-Montpellier-February-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-14 Brest-Auxerre,2025-02-14,20:45,Brest,2–2,Auxerre,12525,Stade Francis-Le Blé,Bastien Dechepy,/en/matches/94d1ec50/Brest-Auxerre-February-14-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-15 Marseille-Saint-Étienne,2025-02-15,17:00,Marseille,5–1,Saint-Étienne,66199,Orange Vélodrome,Abdelatif Kherradji,/en/matches/0a71ff58/Marseille-Saint-Etienne-February-15-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-15 Monaco-Nantes,2025-02-15,19:00,Monaco,7–1,Nantes,6080,Stade Louis II,Thomas Léonard,/en/matches/25fd86bc/Monaco-Nantes-February-15-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-15 Toulouse-Paris Saint-Germain,2025-02-15,21:05,Toulouse,0–1,Paris Saint-Germain,31703,Stadium de Toulouse,Willy Delajod,/en/matches/91e2ebf6/Toulouse-Paris-Saint-Germain-February-15-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-16 Le Havre-Nice,2025-02-16,17:15,Le Havre,1–3,Nice,17739,Stade Océane,Stéphanie Frappart,/en/matches/e62361b8/Le-Havre-Nice-February-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-16 Lens-Strasbourg,2025-02-16,17:15,Lens,0–2,Strasbourg,38113,Stade Bollaert-Delelis,Benoît Millot,/en/matches/bdcbbf69/Lens-Strasbourg-February-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-16 Montpellier-Lyon,2025-02-16,15:00,Montpellier,1–4,Lyon,16573,Stade de la Mosson-Mondial 98,Marc Bollengier,/en/matches/1a0c79f0/Montpellier-Lyon-February-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-16 Reims-Angers,2025-02-16,17:15,Reims,0–1,Angers,11868,Stade Auguste-Delaune,Florent Batta,/en/matches/bc4d9e67/Reims-Angers-February-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-16 Rennes-Lille,2025-02-16,20:45,Rennes,0–2,Lille,27627,Roazhon Park,Romain Lissorgue,/en/matches/f2bcec96/Rennes-Lille-February-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-21 Rennes-Reims,2025-02-21,20:45,Rennes,1–0,Reims,26818,Roazhon Park,Marc Bollengier,/en/matches/329233bd/Rennes-Reims-February-21-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-22 Auxerre-Marseille,2025-02-22,21:05,Auxerre,3–0,Marseille,17183,Stade de l'Abbé Deschamps,Jeremy Stinat,/en/matches/f26394d7/Auxerre-Marseille-February-22-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-22 Lille-Monaco,2025-02-22,17:00,Lille,2–1,Monaco,44177,Decathlon Arena - Stade Pierre-Mauroy,Benoît Bastien,/en/matches/a62e412a/Lille-Monaco-February-22-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-22 Saint-Étienne-Angers,2025-02-22,19:00,Saint-Étienne,3–3,Angers,30566,Stade Geoffroy-Guichard,Bastien Dechepy,/en/matches/80854674/Saint-Etienne-Angers-February-22-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-23 Le Havre-Toulouse,2025-02-23,17:15,Le Havre,1–4,Toulouse,17239,Stade Océane,François Letexier,/en/matches/8284b7f6/Le-Havre-Toulouse-February-23-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-23 Lyon-Paris Saint-Germain,2025-02-23,20:45,Lyon,2–3,Paris Saint-Germain,57777,Groupama Stadium,Eric Wattellier,/en/matches/3906711b/Lyon-Paris-Saint-Germain-February-23-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-23 Nantes-Lens,2025-02-23,15:00,Nantes,3–1,Lens,29000,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,/en/matches/24e266d4/Nantes-Lens-February-23-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-23 Nice-Montpellier,2025-02-23,17:15,Nice,2–0,Montpellier,18519,Allianz Riviera,Willy Delajod,/en/matches/920fad0c/Nice-Montpellier-February-23-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-23 Strasbourg-Brest,2025-02-23,17:15,Strasbourg,0–0,Brest,19108,Stade de la Meinau,Clément Turpin,/en/matches/585be98f/Strasbourg-Brest-February-23-2025-Ligue-1
FRA-Ligue 1,2425,2025-02-28 Monaco-Reims,2025-02-28,20:45,Monaco,3–0,Reims,5517,Stade Louis II,Eric Wattellier,/en/matches/f354ea51/Monaco-Reims-February-28-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-01 Lens-Le Havre,2025-03-01,19:00,Lens,3–4,Le Havre,38167,Stade Bollaert-Delelis,Jérémie Pignard,/en/matches/f0429a72/Lens-Le-Havre-March-1-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-01 Paris Saint-Germain-Lille,2025-03-01,21:05,Paris Saint-Germain,4–1,Lille,47838,Parc des Princes,François Letexier,/en/matches/3432f5cc/Paris-Saint-Germain-Lille-March-1-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-01 Saint-Étienne-Nice,2025-03-01,17:00,Saint-Étienne,1–3,Nice,30070,Stade Geoffroy-Guichard,Jérôme Brisard,/en/matches/8a209a58/Saint-Etienne-Nice-March-1-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-02 Angers-Toulouse,2025-03-02,17:15,Angers,0–4,Toulouse,12758,Stade Raymond Kopa,Jeremy Stinat,/en/matches/d9b255ac/Angers-Toulouse-March-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-02 Auxerre-Strasbourg,2025-03-02,17:15,Auxerre,0–1,Strasbourg,16495,Stade de l'Abbé Deschamps,Mathieu Vernice,/en/matches/370220dd/Auxerre-Strasbourg-March-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-02 Lyon-Brest,2025-03-02,15:00,Lyon,2–1,Brest,47804,Groupama Stadium,Benoît Millot,/en/matches/9e7b9e2a/Lyon-Brest-March-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-02 Marseille-Nantes,2025-03-02,20:45,Marseille,2–0,Nantes,64074,Orange Vélodrome,Stéphanie Frappart,/en/matches/ef2b73e7/Marseille-Nantes-March-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-02 Montpellier-Rennes,2025-03-02,17:15,Montpellier,0–4,Rennes,11990,Stade de la Mosson-Mondial 98,Florent Batta,/en/matches/5739a5ae/Montpellier-Rennes-March-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-07 Toulouse-Monaco,2025-03-07,20:45,Toulouse,1–1,Monaco,25614,Stadium de Toulouse,Marc Bollengier,/en/matches/807e72ae/Toulouse-Monaco-March-7-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-08 Lille-Montpellier,2025-03-08,19:00,Lille,1–0,Montpellier,42467,Decathlon Arena - Stade Pierre-Mauroy,Jérémie Pignard,/en/matches/3de20b0f/Lille-Montpellier-March-8-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-08 Marseille-Lens,2025-03-08,21:05,Marseille,0–1,Lens,64952,Orange Vélodrome,Thomas Léonard,/en/matches/e5496a7e/Marseille-Lens-March-8-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-08 Rennes-Paris Saint-Germain,2025-03-08,17:00,Rennes,1–4,Paris Saint-Germain,28550,Roazhon Park,Mathieu Vernice,/en/matches/24b4e6dd/Rennes-Paris-Saint-Germain-March-8-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-09 Brest-Angers,2025-03-09,15:00,Brest,2–0,Angers,14612,Stade Francis-Le Blé,Abdelatif Kherradji,/en/matches/0723e59a/Brest-Angers-March-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-09 Le Havre-Saint-Étienne,2025-03-09,17:15,Le Havre,1–1,Saint-Étienne,22239,Stade Océane,Clément Turpin,/en/matches/7055dbbe/Le-Havre-Saint-Etienne-March-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-09 Nantes-Strasbourg,2025-03-09,17:15,Nantes,0–1,Strasbourg,27645,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,/en/matches/01d100ee/Nantes-Strasbourg-March-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-09 Nice-Lyon,2025-03-09,20:45,Nice,0–2,Lyon,23840,Allianz Riviera,Benoît Bastien,/en/matches/29e9616d/Nice-Lyon-March-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-09 Reims-Auxerre,2025-03-09,17:15,Reims,0–2,Auxerre,15474,Stade Auguste-Delaune,Romain Lissorgue,/en/matches/5a7ff7ce/Reims-Auxerre-March-9-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-14 Nice-Auxerre,2025-03-14,20:45,Nice,1–1,Auxerre,18640,Allianz Riviera,Abdelatif Kherradji,/en/matches/e91c00b1/Nice-Auxerre-March-14-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-15 Angers-Monaco,2025-03-15,19:00,Angers,0–2,Monaco,11116,Stade Raymond Kopa,Willy Delajod,/en/matches/ccd56c5d/Angers-Monaco-March-15-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-15 Lens-Rennes,2025-03-15,21:05,Lens,1–0,Rennes,38182,Stade Bollaert-Delelis,Stéphanie Frappart,/en/matches/e042d34f/Lens-Rennes-March-15-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-15 Nantes-Lille,2025-03-15,17:00,Nantes,1–0,Lille,28621,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,/en/matches/e91d94ec/Nantes-Lille-March-15-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-16 Brest-Reims,2025-03-16,17:15,Brest,0–0,Reims,14517,Stade Francis-Le Blé,Jérôme Brisard,/en/matches/28e7c1e6/Brest-Reims-March-16-2025-Ligue-1
