league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
GER-Bundesliga,2324,2024-05-11 Köln-Union Berlin,Bundesliga,33,Sat,2024-05-11,15:30,Köln,3–2,Union Berlin,50000,RheinEnergieSTADION,Deniz Aytekin,/en/matches/1d97656d/Koln-Union-Berlin-May-11-2024-Bundesliga,,1d97656d
GER-Bundesliga,2324,2024-05-11 Mainz 05-Dortmund,Bundesliga,33,Sat,2024-05-11,18:30,Mainz 05,3–0,Dortmund,33305,Mewa Arena,Tobias Stieler,/en/matches/23d95a33/Mainz-05-Dortmund-May-11-2024-Bundesliga,,23d95a33
GER-Bundesliga,2324,2024-05-11 RB Leipzig-Werder Bremen,Bundesliga,33,Sat,2024-05-11,15:30,RB Leipzig,1–1,Werder Bremen,47069,Red Bull Arena,Sascha Stegemann,/en/matches/fbb2b015/RB-Leipzig-Werder-Bremen-May-11-2024-Bundesliga,,fbb2b015
GER-Bundesliga,2324,2024-05-12 Bayern Munich-Wolfsburg,Bundesliga,33,Sun,2024-05-12,17:30,Bayern Munich,2–0,Wolfsburg,75000,Allianz Arena,Bastian Dankert,/en/matches/22e38eb5/Bayern-Munich-Wolfsburg-May-12-2024-Bundesliga,,22e38eb5
GER-Bundesliga,2324,2024-05-12 Bochum-Leverkusen,Bundesliga,33,Sun,2024-05-12,19:30,Bochum,0–5,Leverkusen,26000,Vonovia Ruhrstadion,Benjamin Brand,/en/matches/722f0a3e/Bochum-Leverkusen-May-12-2024-Bundesliga,,722f0a3e
GER-Bundesliga,2324,2024-05-12 Darmstadt 98-Hoffenheim,Bundesliga,33,Sun,2024-05-12,15:30,Darmstadt 98,0–6,Hoffenheim,17810,Merck-Stadion am Böllenfalltor,Florian Badstübner,/en/matches/27a15c2e/Darmstadt-98-Hoffenheim-May-12-2024-Bundesliga,,27a15c2e
GER-Bundesliga,2324,2024-05-18 Dortmund-Darmstadt 98,Bundesliga,34,Sat,2024-05-18,15:30,Dortmund,4–0,Darmstadt 98,81365,Signal Iduna Park,Daniel Siebert,/en/matches/14f21084/Dortmund-Darmstadt-98-May-18-2024-Bundesliga,,14f21084
GER-Bundesliga,2324,2024-05-18 Eintracht Frankfurt-RB Leipzig,Bundesliga,34,Sat,2024-05-18,15:30,Eintracht Frankfurt,2–2,RB Leipzig,57500,Deutsche Bank Park,Felix Zwayer,/en/matches/f7159f33/Eintracht-Frankfurt-RB-Leipzig-May-18-2024-Bundesliga,,f7159f33
GER-Bundesliga,2324,2024-05-18 Heidenheim-Köln,Bundesliga,34,Sat,2024-05-18,15:30,Heidenheim,4–1,Köln,15000,Voith-Arena,Tobias Welz,/en/matches/f0787a6c/Heidenheim-Koln-May-18-2024-Bundesliga,,f0787a6c
GER-Bundesliga,2324,2024-05-18 Hoffenheim-Bayern Munich,Bundesliga,34,Sat,2024-05-18,15:30,Hoffenheim,4–2,Bayern Munich,30150,PreZero Arena,Marco Fritz,/en/matches/250e8184/Hoffenheim-Bayern-Munich-May-18-2024-Bundesliga,,250e8184
GER-Bundesliga,2324,2024-05-18 Leverkusen-Augsburg,Bundesliga,34,Sat,2024-05-18,15:30,Leverkusen,2–1,Augsburg,30210,BayArena,Matthias Jöllenbeck,/en/matches/8b525565/Leverkusen-Augsburg-May-18-2024-Bundesliga,,8b525565
GER-Bundesliga,2324,2024-05-18 Stuttgart-Gladbach,Bundesliga,34,Sat,2024-05-18,15:30,Stuttgart,4–0,Gladbach,60000,MHPArena,Daniel Schlager,/en/matches/229aab5e/Stuttgart-Monchengladbach-May-18-2024-Bundesliga,,229aab5e
GER-Bundesliga,2324,2024-05-18 Union Berlin-Freiburg,Bundesliga,34,Sat,2024-05-18,15:30,Union Berlin,2–1,Freiburg,22012,Stadion An der Alten Försterei,Christian Dingert,/en/matches/0a7a794b/Union-Berlin-Freiburg-May-18-2024-Bundesliga,,0a7a794b
GER-Bundesliga,2324,2024-05-18 Werder Bremen-Bochum,Bundesliga,34,Sat,2024-05-18,15:30,Werder Bremen,4–1,Bochum,42100,Wohninvest Weserstadion,Martin Petersen,/en/matches/0c2b0305/Werder-Bremen-Bochum-May-18-2024-Bundesliga,,0c2b0305
GER-Bundesliga,2324,2024-05-18 Wolfsburg-Mainz 05,Bundesliga,34,Sat,2024-05-18,15:30,Wolfsburg,1–3,Mainz 05,26627,Volkswagen Arena,Frank Willenborg,/en/matches/31be20b7/Wolfsburg-Mainz-05-May-18-2024-Bundesliga,,31be20b7
GER-Bundesliga,2324,2024-05-23 Bochum-Düsseldorf,German 1/2 Relegation/Promotion play-offs,,Thu,2024-05-23,20:30,Bochum,0–3,Düsseldorf,26000,Vonovia Ruhrstadion,Robert Schröder,/en/matches/9156fa34/Bochum-Dusseldorf-May-23-2024-German-12-RelegationPromotion-play-offs,Leg 1 of 2,9156fa34
GER-Bundesliga,2324,2024-05-27 Düsseldorf-Bochum,German 1/2 Relegation/Promotion play-offs,,Mon,2024-05-27,20:30,Düsseldorf,(5) 0–3 (6),Bochum,51500,Merkur Spielarena,Deniz Aytekin,/en/matches/723ffa45/Dusseldorf-Bochum-May-27-2024-German-12-RelegationPromotion-play-offs,Leg 2 of 2; Bochum won; Bochum won on penalty kicks following extra time,723ffa45
