Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Antonio Blanco,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Awer Mabil,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Brian Ocampo,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,1,1,2,0
Cala,Cadiz,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Carlos García,Cadiz,ESP-La Liga,2223,Suplente,0,1,0,0
Chris Ramos,Cadiz,ESP-La Liga,2223,Delantero / Suplente,1,0,2,0
David Gil,Cadiz,ESP-La Liga,2223,Portero,0,0,0,0
Fali,Cadiz,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,6,0
Fede San Emeterio,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,1,14,0
Francisco Mwepu,Cadiz,ESP-La Liga,2223,Suplente,0,0,0,0
Gonzalo Escalante,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,4,1,4,0
Isaac Carcelén,Cadiz,ESP-La Liga,2223,Defensa / Suplente,0,1,4,3
Iván Alejo,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,1,11,1
Jeremías Ledesma,Cadiz,ESP-La Liga,2223,Portero,0,0,2,0
Jorge Meré,Cadiz,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
José Antonio de la Rosa,Cadiz,ESP-La Liga,2223,Suplente,0,1,0,0
José Mari,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,0,2,0
Lucas Pérez,Cadiz,ESP-La Liga,2223,Delantero / Suplente,3,0,3,0
Luis Hernández,Cadiz,ESP-La Liga,2223,Defensa,0,0,6,1
Mamady Diarra,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Momo Mbaye,Cadiz,ESP-La Liga,2223,Defensa / Suplente,0,0,2,0
Raúl Parra,Cadiz,ESP-La Liga,2223,Defensa / Suplente,0,0,1,0
Roger,Cadiz,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,1,3,0
Rubén Alcaraz,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,3,0,9,1
Rubén Sobrino,Cadiz,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,2,11,0
Santiago Arzamendia,Cadiz,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,0,0
Sergi Guardiola,Cadiz,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,0,3,0
Theo Bongonda,Cadiz,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,4,3,2,0
Tomás Alarcón,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,1
Victor Chust,Cadiz,ESP-La Liga,2223,Defensa / Suplente,1,0,3,0
Youba Diarra,Cadiz,ESP-La Liga,2223,Centrocampista / Suplente,0,0,2,0
Zaldúa,Cadiz,ESP-La Liga,2223,Defensa / Suplente,0,1,4,0
Álex Fernández,Cadiz,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,0,0,0
Álvaro,Cadiz,ESP-La Liga,2223,Suplente,0,0,0,0
Álvaro Negredo,Cadiz,ESP-La Liga,2223,Delantero / Suplente,1,2,0,0
Agustín Marchesín,Celta Vigo,ESP-La Liga,2223,Portero,0,0,2,0
Augusto Solari,Celta Vigo,ESP-La Liga,2223,Centrocampista / Suplente,0,1,0,0
Carles Pérez,Celta Vigo,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,5,5,0
Carlos Domínguez,Celta Vigo,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Fernando Medrano,Celta Vigo,ESP-La Liga,2223,Suplente,0,0,0,0
Fran Beltrán,Celta Vigo,ESP-La Liga,2223,Centrocampista / Suplente,0,2,3,0
Franco Cervi,Celta Vigo,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,0,4,2,1
Gabriel Veiga,Celta Vigo,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,11,4,5,1
Gonçalo Paciência,Celta Vigo,ESP-La Liga,2223,Delantero / Suplente,2,0,2,1
Haris Seferovic,Celta Vigo,ESP-La Liga,2223,Delantero / Suplente,3,1,3,0
Hugo Mallo,Celta Vigo,ESP-La Liga,2223,Defensa,0,1,4,1
Hugo Sotelo,Celta Vigo,ESP-La Liga,2223,Suplente,0,0,0,0
Iago Aspas,Celta Vigo,ESP-La Liga,2223,Delantero / Suplente,12,3,4,0
Iván Villar,Celta Vigo,ESP-La Liga,2223,Portero,0,0,0,0
Javi Galán,Celta Vigo,ESP-La Liga,2223,Defensa / Suplente,0,3,6,0
Joseph Aidoo,Celta Vigo,ESP-La Liga,2223,Defensa,3,0,4,1
Jørgen Strand Larsen,Celta Vigo,ESP-La Liga,2223,Delantero / Suplente,4,4,4,0
Kevin,Celta Vigo,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,2,0
Luca De La Torre,Celta Vigo,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,0,2,6,0
Miguel Rodriguez,Celta Vigo,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,1,0,0
Pablo Durán,Celta Vigo,ESP-La Liga,2223,Suplente,0,0,0,0
Renato Tapia,Celta Vigo,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,6,1
Unai Núñez,Celta Vigo,ESP-La Liga,2223,Defensa / Suplente,0,0,8,0
Williot Swedberg,Celta Vigo,ESP-La Liga,2223,Suplente,0,0,1,0
Óscar Mingueza,Celta Vigo,ESP-La Liga,2223,Defensa / Suplente,0,0,2,0
Óscar Rodríguez,Celta Vigo,ESP-La Liga,2223,Centrocampista / Suplente,2,0,6,0
Alejandro Alfaro,Elche,ESP-La Liga,2223,Suplente,0,0,0,0
Axel Werner,Elche,ESP-La Liga,2223,Portero,0,0,0,0
Carlos Clerc,Elche,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,1,5,0
Diego González,Elche,ESP-La Liga,2223,Defensa / Suplente,0,0,5,0
Domingos Quina,Elche,ESP-La Liga,2223,Centrocampista / Suplente,0,0,1,1
Edgar Badía,Elche,ESP-La Liga,2223,Portero,0,0,2,0
Enzo Roco,Elche,ESP-La Liga,2223,Defensa / Suplente,0,0,4,1
Ezequiel Ponce,Elche,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,4,0,2,1
Federico Fernández,Elche,ESP-La Liga,2223,Defensa,0,0,0,0
Fidel,Elche,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,2,5,0
Gerard Gumbau,Elche,ESP-La Liga,2223,Centrocampista / Suplente,1,6,11,0
Gonzalo Verdú,Elche,ESP-La Liga,2223,Defensa / Suplente,1,0,1,2
Helibelton Palacios,Elche,ESP-La Liga,2223,Defensa / Suplente,0,0,6,0
Javier Pastore,Elche,ESP-La Liga,2223,Suplente,0,0,0,0
Johan Mojica,Elche,ESP-La Liga,2223,Defensa / Suplente,0,0,2,0
John Donald,Elche,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,3,1
Josan,Elche,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,1,3,3,0
José Ángel Carmona,Elche,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,3,1,7,2
Lautaro Blanco,Elche,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,2,2,0
Lisandro Magallán,Elche,ESP-La Liga,2223,Defensa / Suplente,0,0,0,1
Lucas Boyé,Elche,ESP-La Liga,2223,Delantero / Suplente,7,2,7,1
Nicolás Fernández Mercau,Elche,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,1,2,0
Omar Mascarell,Elche,ESP-La Liga,2223,Defensa / Centrocampista,0,1,6,0
Pape Cheikh,Elche,ESP-La Liga,2223,Suplente,0,0,1,0
Pedro Bigas,Elche,ESP-La Liga,2223,Defensa / Suplente,0,0,4,2
Pere Milla,Elche,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,6,1,6,0
Pol Lirola,Elche,ESP-La Liga,2223,Defensa / Suplente,1,0,1,0
Randy Nteka,Elche,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,0,0,1,1
Raúl Guti,Elche,ESP-La Liga,2223,Centrocampista / Suplente,0,0,1,0
Tete Morente,Elche,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,4,0,5,0
Álex Collado,Elche,ESP-La Liga,2223,Centrocampista / Suplente,1,1,1,0
Adrià Pedrosa,Espanyol,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Aleix Vidal,Espanyol,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,0,3,8,1
Benjamin Lecomte,Espanyol,ESP-La Liga,2223,Portero,0,0,1,1
Brian Oliván,Espanyol,ESP-La Liga,2223,Defensa / Suplente,1,7,7,0
César Montes,Espanyol,ESP-La Liga,2223,Defensa / Suplente,3,0,6,0
Dani Gómez,Espanyol,ESP-La Liga,2223,Suplente,0,0,2,0
Denis Suárez,Espanyol,ESP-La Liga,2223,Centrocampista / Suplente,0,0,2,0
Edu Expósito,Espanyol,ESP-La Liga,2223,Centrocampista / Suplente,2,2,3,1
Fernando Calero,Espanyol,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,1,6,0
Javi Puado,Espanyol,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,7,2,4,0
Joan García,Espanyol,ESP-La Liga,2223,Portero,0,0,0,0
Joselu,Espanyol,ESP-La Liga,2223,Delantero / Suplente,16,2,2,0
José Gragera,Espanyol,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,1,0,2,0
Keidi Bare,Espanyol,ESP-La Liga,2223,Centrocampista / Suplente,0,1,0,0
Leandro Cabrera,Espanyol,ESP-La Liga,2223,Defensa / Suplente,0,1,8,2
Luca Koleosho,Espanyol,ESP-La Liga,2223,Suplente,1,0,0,0
Martin Braithwaite,Espanyol,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,10,2,6,1
Nabili Zoubdi Touaizi,Espanyol,ESP-La Liga,2223,Suplente,0,0,0,0
Nicolás Melamed,Espanyol,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,2,4,0
Omar El Hilali,Espanyol,ESP-La Liga,2223,Defensa / Suplente,0,0,1,0
Pol Lozano,Espanyol,ESP-La Liga,2223,Suplente,0,0,1,0
Roger Martínez,Espanyol,ESP-La Liga,2223,Suplente,0,0,0,0
Ronael Pierre Gabriel,Espanyol,ESP-La Liga,2223,Defensa / Suplente,1,0,0,1
Rubén Sánchez,Espanyol,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,0,2,1,0
Sergi Darder,Espanyol,ESP-La Liga,2223,Delantero / Centrocampista,6,3,4,0
Sergi Gómez,Espanyol,ESP-La Liga,2223,Defensa / Suplente,0,0,1,2
Simo,Espanyol,ESP-La Liga,2223,Suplente,0,0,0,0
Vinicius Souza,Espanyol,ESP-La Liga,2223,Centrocampista / Suplente,1,1,8,1
Álvaro Fernández,Espanyol,ESP-La Liga,2223,Portero,0,0,0,0
Óscar Gil,Espanyol,ESP-La Liga,2223,Defensa / Suplente,0,1,14,0
Borja Mayoral,Getafe,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,8,2,4,0
Carles Aleñá,Getafe,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,2,2,10,1
Damián Suárez,Getafe,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,1,1,7,0
David Soria,Getafe,ESP-La Liga,2223,Portero,0,0,2,0
Djené Dakonam,Getafe,ESP-La Liga,2223,Defensa / Centrocampista,0,1,10,1
Domingos Duarte,Getafe,ESP-La Liga,2223,Defensa / Suplente,0,2,9,1
Enes Ünal,Getafe,ESP-La Liga,2223,Delantero,14,3,6,0
Fabrizio Angileri,Getafe,ESP-La Liga,2223,Defensa / Suplente,0,0,2,1
Gastón Álvarez,Getafe,ESP-La Liga,2223,Defensa / Suplente,2,0,8,1
Gonzalo Villar,Getafe,ESP-La Liga,2223,Centrocampista / Suplente,0,0,5,0
Jaime Mata,Getafe,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,1,4,0
Jaime Seoane,Getafe,ESP-La Liga,2223,Centrocampista / Suplente,0,0,1,0
Jordan Amavi,Getafe,ESP-La Liga,2223,Defensa / Suplente,0,0,0,1
Juan Iglesias,Getafe,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,1,0,7,0
Juan Latasa,Getafe,ESP-La Liga,2223,Delantero / Suplente,1,0,2,0
Luis Milla,Getafe,ESP-La Liga,2223,Centrocampista / Suplente,0,3,4,1
Mauro Arambarri,Getafe,ESP-La Liga,2223,Centrocampista,0,1,3,1
Moi Parra,Getafe,ESP-La Liga,2223,Suplente,0,0,0,0
Munir,Getafe,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,1,4,0
Nemanja Maksimovic,Getafe,ESP-La Liga,2223,Centrocampista / Suplente,0,0,3,0
Omar Alderete,Getafe,ESP-La Liga,2223,Defensa / Suplente,1,1,9,0
Portu,Getafe,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,0,3,5,1
Stefan Mitrovic,Getafe,ESP-La Liga,2223,Defensa / Suplente,0,0,4,0
Álex Revuelta,Getafe,ESP-La Liga,2223,Suplente,0,0,0,0
Ángel Algobia,Getafe,ESP-La Liga,2223,Centrocampista / Suplente,0,0,3,0
Aleix García,Girona,ESP-La Liga,2223,Centrocampista / Suplente,1,5,1,0
Alexander Callens,Girona,ESP-La Liga,2223,Suplente,0,0,1,0
Arnau Martinez,Girona,ESP-La Liga,2223,Defensa / Suplente,3,4,11,0
Bernardo,Girona,ESP-La Liga,2223,Defensa / Suplente,1,1,5,0
Borja,Girona,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,0,1,0
Cristhian Stuani,Girona,ESP-La Liga,2223,Delantero / Suplente,9,0,8,0
David López,Girona,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,3,1,5,0
Iván Martín,Girona,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,3,2,0
Javi Hernández,Girona,ESP-La Liga,2223,Defensa / Suplente,1,2,3,0
Joel Roca,Girona,ESP-La Liga,2223,Suplente,0,0,1,0
Juan Carlos,Girona,ESP-La Liga,2223,Portero,0,0,0,0
Juanpe,Girona,ESP-La Liga,2223,Defensa / Suplente,1,0,3,0
Manu Vallejo,Girona,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,0,1,0,0
Miguel Gutiérrez,Girona,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,2,3,6,0
Oriol Romeu,Girona,ESP-La Liga,2223,Centrocampista,2,0,8,1
Oscar Ureña,Girona,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Paulo Gazzaniga,Girona,ESP-La Liga,2223,Portero,0,0,4,0
Ramón Terrats,Girona,ESP-La Liga,2223,Centrocampista / Suplente,1,1,1,0
Reinier,Girona,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,2,1,1,0
Ricard Artero,Girona,ESP-La Liga,2223,Suplente,0,0,0,0
Rodrigo Riquelme,Girona,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,4,4,1,0
Samu Sáiz,Girona,ESP-La Liga,2223,Centrocampista / Suplente,2,0,1,0
Santiago Bueno,Girona,ESP-La Liga,2223,Defensa,0,1,5,1
Toni Villa,Girona,ESP-La Liga,2223,Centrocampista / Suplente,1,3,2,0
Valentín Castellanos,Girona,ESP-La Liga,2223,Delantero / Suplente,13,0,11,0
Valery Fernández,Girona,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,2,1,0
Viktor Tsygankov,Girona,ESP-La Liga,2223,Centrocampista / Suplente,3,6,0,0
Yan Couto,Girona,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,1,2,3,0
Yangel Herrera,Girona,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,2,2,4,0
Abdón Prats,Mallorca,ESP-La Liga,2223,Delantero / Suplente,1,1,2,0
Amath Diedhiou,Mallorca,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,2,0,2,1
Antonio Sánchez,Mallorca,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,5,0
Braian Cufré,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Clément Grenier,Mallorca,ESP-La Liga,2223,Centrocampista / Suplente,0,0,7,0
Copete,Mallorca,ESP-La Liga,2223,Defensa / Suplente,1,0,7,1
Dani Rodríguez,Mallorca,ESP-La Liga,2223,Centrocampista / Suplente,3,6,8,0
Dennis Hadzikadunic,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,0,1,0
Dominik Greif,Mallorca,ESP-La Liga,2223,Portero,0,0,0,0
Franco Russo,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Giovanni González,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,2,4,0
Iddrisu Baba,Mallorca,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,5,0
Inigo Ruiz de Galarreta,Mallorca,ESP-La Liga,2223,Centrocampista / Suplente,0,1,12,0
Jaume Costa,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,1,10,0
Javi Llabrés,Mallorca,ESP-La Liga,2223,Suplente,0,0,0,0
Josep Gayá,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Lago Junior,Mallorca,ESP-La Liga,2223,Suplente,0,0,0,0
Lee Kang-In,Mallorca,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,6,6,10,0
Leo Román,Mallorca,ESP-La Liga,2223,Portero,0,0,0,0
Ludwig Augustinsson,Mallorca,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
Manuel Morlanes,Mallorca,ESP-La Liga,2223,Centrocampista / Suplente,1,0,3,0
Martin Valjent,Mallorca,ESP-La Liga,2223,Defensa,0,0,8,0
Matija Nastasic,Mallorca,ESP-La Liga,2223,Defensa / Suplente,1,0,3,0
Pablo Maffeo,Mallorca,ESP-La Liga,2223,Defensa / Suplente,2,4,6,1
Predrag Rajkovic,Mallorca,ESP-La Liga,2223,Portero,0,0,3,0
Raíllo,Mallorca,ESP-La Liga,2223,Defensa,2,3,11,1
Rodrigo Battaglia,Mallorca,ESP-La Liga,2223,Centrocampista / Suplente,0,0,5,0
Rubén Quintanilla,Mallorca,ESP-La Liga,2223,Suplente,0,0,0,0
Tinotenda Kadewere,Mallorca,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,0,1,0
Vedat Muriqi,Mallorca,ESP-La Liga,2223,Delantero / Suplente,15,3,6,1
Ángel,Mallorca,ESP-La Liga,2223,Delantero / Suplente,1,0,0,0
Abdessamad Ezzalzouli,Osasuna,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,4,2,2,2
Aimar Oroz,Osasuna,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,6,6,0
Aitor Fernández,Osasuna,ESP-La Liga,2223,Portero,0,0,1,0
Ante Budimir,Osasuna,ESP-La Liga,2223,Delantero / Suplente,8,0,5,0
Aridane Hernández,Osasuna,ESP-La Liga,2223,Defensa / Suplente,0,1,1,0
Darko Brasanac,Osasuna,ESP-La Liga,2223,Centrocampista / Suplente,1,1,5,0
David García,Osasuna,ESP-La Liga,2223,Defensa / Suplente,2,0,8,1
Diego Moreno,Osasuna,ESP-La Liga,2223,Defensa / Suplente,0,0,1,0
Ezequiel Ávila,Osasuna,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,8,2,7,1
Iker Benito,Osasuna,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Iker Muñoz,Osasuna,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Jon Moncayola,Osasuna,ESP-La Liga,2223,Defensa / Delantero / Centrocampista / Suplente,1,3,6,0
Jorge Herrando,Osasuna,ESP-La Liga,2223,Defensa,0,0,0,1
Juan Cruz,Osasuna,ESP-La Liga,2223,Defensa / Suplente,0,0,7,0
Kike Barja,Osasuna,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,1,6,1,0
Kike García,Osasuna,ESP-La Liga,2223,Delantero / Suplente,2,0,5,0
Lucas Torró,Osasuna,ESP-La Liga,2223,Centrocampista / Suplente,1,0,10,0
Manuel Sánchez,Osasuna,ESP-La Liga,2223,Defensa / Suplente,0,2,3,0
Moi Gómez,Osasuna,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,2,5,0
Nacho Vidal,Osasuna,ESP-La Liga,2223,Defensa / Suplente,0,0,4,0
Pablo Ibáñez,Osasuna,ESP-La Liga,2223,Centrocampista / Suplente,0,1,1,0
Roberto Torres,Osasuna,ESP-La Liga,2223,Suplente,0,0,0,0
Rubén García,Osasuna,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,2,2,2,0
Rubén Peña,Osasuna,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,1,2,1
Sergio Herrera,Osasuna,ESP-La Liga,2223,Portero,0,0,3,0
Unai García,Osasuna,ESP-La Liga,2223,Defensa / Suplente,0,1,6,1
Abdul Mumin,Rayo Vallecano,ESP-La Liga,2223,Defensa / Suplente,0,0,2,0
Alejandro Catena,Rayo Vallecano,ESP-La Liga,2223,Defensa,1,1,12,1
Andrés Martín,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,0,0,1,0
Bebé,Rayo Vallecano,ESP-La Liga,2223,Suplente,0,0,1,0
Diego López,Rayo Vallecano,ESP-La Liga,2223,Portero / Suplente,0,0,0,0
Diego Méndez,Rayo Vallecano,ESP-La Liga,2223,Suplente,0,0,0,0
Esteban Saveljich,Rayo Vallecano,ESP-La Liga,2223,Suplente,0,0,0,0
Falcao,Rayo Vallecano,ESP-La Liga,2223,Delantero / Suplente,2,0,4,0
Florian Lejeune,Rayo Vallecano,ESP-La Liga,2223,Defensa,4,0,4,3
Fran García,Rayo Vallecano,ESP-La Liga,2223,Defensa,2,3,1,0
Isi Palazón,Rayo Vallecano,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,9,5,4,0
Iván Balliu,Rayo Vallecano,ESP-La Liga,2223,Defensa,0,0,6,0
José Pozo,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,0,0,0,0
Mario Hernández,Rayo Vallecano,ESP-La Liga,2223,Defensa / Suplente,0,0,1,0
Mario Suárez,Rayo Vallecano,ESP-La Liga,2223,Suplente,0,0,0,0
Pablo Muñoz,Rayo Vallecano,ESP-La Liga,2223,Suplente,0,0,0,0
Pathé Ciss,Rayo Vallecano,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,1,0,4,0
Pep Chavarría,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,0,2,1,0
Raúl de Tomás,Rayo Vallecano,ESP-La Liga,2223,Delantero / Suplente,4,0,2,0
Salvi Sánchez,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,0,0,2,0
Santiago Comesaña,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,3,2,6,0
Sergio Camello,Rayo Vallecano,ESP-La Liga,2223,Delantero / Suplente,6,5,1,0
Stole Dimitrievski,Rayo Vallecano,ESP-La Liga,2223,Portero,0,0,4,0
Unai López,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,1,2,2,0
Álvaro García,Rayo Vallecano,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,5,5,7,0
Óscar Trejo,Rayo Vallecano,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,4,9,0
Óscar Valentín,Rayo Vallecano,ESP-La Liga,2223,Centrocampista / Suplente,0,0,11,0
Abner,Real Betis,ESP-La Liga,2223,Defensa / Suplente,0,0,2,0
Aitor Ruibal,Real Betis,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,4,1
Andrés Guardado,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,1,1,7,0
Ayoze Pérez,Real Betis,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,3,1,3,0
Borja Iglesias,Real Betis,ESP-La Liga,2223,Delantero / Suplente,15,3,2,1
Claudio Bravo,Real Betis,ESP-La Liga,2223,Portero,0,0,2,0
Edgar González,Real Betis,ESP-La Liga,2223,Defensa / Suplente,0,0,4,2
Fran Delgado,Real Betis,ESP-La Liga,2223,Suplente,0,0,0,0
Félix Garreta,Real Betis,ESP-La Liga,2223,Defensa,0,0,0,0
Germán Pezzella,Real Betis,ESP-La Liga,2223,Defensa / Suplente,0,0,4,3
Guido Rodríguez,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,1,0,8,0
Joaquín,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,0,2,2,0
Juan Cruz,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,1,0,1,0
Juan Miranda,Real Betis,ESP-La Liga,2223,Defensa / Suplente,3,2,1,1
Juanmi,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,4,0,3,0
Loren Morón,Real Betis,ESP-La Liga,2223,Suplente,0,0,1,0
Luiz Felipe,Real Betis,ESP-La Liga,2223,Defensa / Suplente,0,0,3,3
Luiz Henrique,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,1,3,6,0
Martín Montoya,Real Betis,ESP-La Liga,2223,Defensa,0,0,1,0
Nabil Fekir,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,2,2,4,1
Paul Akouokou,Real Betis,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,0,3,0
Robert,Real Betis,ESP-La Liga,2223,Suplente,0,0,1,0
Rodrigo Sánchez,Real Betis,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,2,3,0,0
Rui Silva,Real Betis,ESP-La Liga,2223,Portero,0,0,2,0
Sergio Canales,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,4,3,2,2
Víctor Ruiz,Real Betis,ESP-La Liga,2223,Defensa / Suplente,0,0,0,0
William Carvalho,Real Betis,ESP-La Liga,2223,Centrocampista / Suplente,3,0,6,1
Willian José,Real Betis,ESP-La Liga,2223,Delantero / Suplente,2,1,1,0
Youssouf Sabaly,Real Betis,ESP-La Liga,2223,Defensa / Suplente,1,1,2,0
Álex Moreno,Real Betis,ESP-La Liga,2223,Defensa,0,3,1,0
Alvaro Rodríguez,Real Madrid,ESP-La Liga,2223,Suplente,1,1,0,0
Andriy Lunin,Real Madrid,ESP-La Liga,2223,Portero,0,0,0,0
Antonio Rüdiger,Real Madrid,ESP-La Liga,2223,Defensa / Suplente,1,0,1,0
Aurelien Tchouameni,Real Madrid,ESP-La Liga,2223,Centrocampista / Suplente,0,4,2,0
Casemiro,Real Madrid,ESP-La Liga,2223,Suplente,0,0,0,0
Dani Ceballos,Real Madrid,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,0,4,8,0
Daniel Carvajal,Real Madrid,ESP-La Liga,2223,Defensa / Suplente,0,2,6,1
David Alaba,Real Madrid,ESP-La Liga,2223,Defensa / Suplente,1,3,3,0
Eden Hazard,Real Madrid,ESP-La Liga,2223,Delantero / Suplente,0,1,0,0
Eder Militão,Real Madrid,ESP-La Liga,2223,Defensa / Suplente,5,0,4,0
Eduardo Camavinga,Real Madrid,ESP-La Liga,2223,Defensa / Centrocampista / Suplente,0,1,6,0
Federico Valverde,Real Madrid,ESP-La Liga,2223,Delantero / Centrocampista / Suplente,7,4,2,0
Ferland Mendy,Real Madrid,ESP-La Liga,2223,Defensa / Suplente,0,1,2,0
Jesús Vallejo,Real Madrid,ESP-La Liga,2223,Suplente,0,0,0,0
Karim Benzema,Real Madrid,ESP-La Liga,2223,Delantero,19,3,1,0
Lucas Vázquez,Real Madrid,ESP-La Liga,2223,Defensa / Suplente,4,1,2,0
